id,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame,blocksPerGame,stealsPerGame,turnoverPerGame,foulsPerGame,fieldGoalsPercentage,threePointsPercentage,freeThrowsPercentage,efficiencyRating,winShares,defensiveWinShares,usageRate,season,partOf
75324,13.73650179,48.8821269,13.22583303,1.231520075,1.851581545,4.883702403,3.154452089,4.014788317,0.577236631,0.415786718,0.712398346,81,52,88,13,1,78
75325,46.45380672,34.6897088,7.855186295,10.97375652,0.922544827,4.878612855,0.421695189,4.271093466,0.553557308,0.44213934,0.781624381,21,78,13,85,1,79
75326,21.34315794,39.27570587,13.60095294,4.015552499,2.713137077,3.748905216,2.761842252,2.381519114,0.725036412,0.431343875,0.978023611,98,74,74,91,1,80
75327,31.65579605,19.00825488,3.789171969,8.053194707,4.696888384,0.968871066,1.015802043,1.790795811,0.859867647,0.58091832,0.836719618,92,18,8,67,1,81
75328,21.19824533,19.9659133,14.40793144,14.71255461,0.357661465,2.294832886,4.50754359,2.540150442,0.459849894,0.487615868,0.991626461,34,27,78,71,1,82
75329,24.32457878,12.83174808,0.037638523,12.85476131,0.596944744,1.76698452,4.913075801,1.838211439,0.857796041,0.401596892,0.961135556,45,95,30,53,1,83
75330,41.42955271,18.34738603,7.865307868,6.385181794,4.418037264,3.521889184,3.486524412,3.2780474,0.475908374,0.567808874,0.733223209,58,93,100,59,1,84
75331,4.036773867,18.32951619,4.902403159,14.45536051,2.017993506,1.345045317,2.957945438,2.764412572,0.678050629,0.442162729,0.832171795,35,49,91,20,1,85
75332,39.27292867,12.97852681,7.619617894,2.690381287,1.217968323,2.657510078,3.229007788,4.676491384,0.582443012,0.478574931,0.928347754,43,91,88,84,1,86
75333,31.32209348,11.7903417,1.578310847,9.565924894,4.940961961,4.072949631,2.500073227,2.882616467,0.556750093,0.378868899,0.711263484,93,66,73,17,1,87
75334,39.67091531,22.88162713,5.494740987,0.329134678,1.432584365,0.742658641,2.784141769,2.245058032,0.836764237,0.33283347,0.877726811,21,16,70,96,1,88
75335,29.647833,23.800907,5.551480804,6.421209243,3.665782319,4.599934386,1.350469168,2.136067996,0.485002988,0.455059408,0.721346689,62,100,63,38,1,89
75336,45.2632115,14.44281573,3.725724285,13.64225084,0.842060114,4.000588119,1.150837945,1.932515276,0.899599297,0.577791462,0.809855607,57,21,75,57,1,90
75337,17.22442034,30.32691934,6.710022303,14.99139522,3.942997446,0.268396226,2.022202531,0.114769372,0.583819984,0.337916036,0.907177836,68,54,85,31,1,91
75338,25.54064402,30.58327354,11.31703376,3.317934696,1.713144573,3.194598941,4.404907703,4.38103332,0.886950825,0.496291092,0.946171511,33,91,8,29,1,92
75339,23.67439177,4.253724042,3.845460469,6.56782068,3.683491169,1.966243543,1.193219397,3.897658188,0.749462006,0.571412272,0.84587898,44,16,12,43,1,93
75340,35.03152281,37.44984315,4.000226168,4.099574277,3.395104273,4.36145962,0.255694616,0.929884534,0.47758264,0.364018374,0.943197888,6,75,90,97,1,94
75341,39.20083229,7.938945845,4.107422314,4.485122065,4.592433535,4.373880646,1.692237901,2.167866773,0.577994152,0.585690531,0.805600758,24,53,8,31,1,95
75342,35.74962705,36.56524071,13.38370784,0.729629019,1.555782928,2.732229441,1.46594101,4.484716184,0.740152596,0.405231166,0.842850877,81,48,57,97,1,96
75343,2.187556891,47.34053523,5.126387661,2.764985839,2.892618739,4.608069512,1.459647015,2.831331957,0.896794984,0.57713581,0.988632507,10,58,56,80,1,97
75344,47.60993238,23.3639847,12.07983259,8.92553768,2.337821535,4.406413297,3.620017589,1.778488616,0.482477278,0.498408534,0.758677173,100,11,68,27,1,98
75345,47.59161694,2.803318437,3.320977532,1.567412142,3.599478447,0.079160918,1.689493183,2.675942331,0.807534408,0.58556106,0.70211722,47,80,31,59,1,99
75346,9.850180636,7.701814453,12.08791181,5.308318392,0.002396126,3.448331006,0.010350872,2.109435983,0.5033452,0.409341025,0.723984561,79,68,82,86,1,100
75347,38.75191162,14.71985008,3.821250329,1.755122105,0.49898067,0.191701,4.768896927,0.258794816,0.713417031,0.574618847,0.706861896,34,69,9,25,1,101
75348,45.89418565,0.311899825,7.12896172,1.266789855,1.53252852,4.507661378,1.77636136,0.638886184,0.559741797,0.349095423,0.703310152,96,70,23,20,1,102
75349,40.53116719,18.71600929,1.7978654,14.53423256,2.905176529,0.71002743,1.104192482,2.153112398,0.728129542,0.415704558,0.983631176,94,96,21,70,1,103
75350,9.520203868,38.42699644,11.04132956,2.229900426,0.663599699,2.012527994,1.015601735,3.881839927,0.561756581,0.55387924,0.850549877,58,69,2,8,1,104
75351,0.802851188,29.67809679,12.80967414,0.361447084,1.726317522,2.573627989,3.23264785,0.349835336,0.525846792,0.460112518,0.969247654,95,51,83,29,1,105
75352,21.77986375,38.3775991,6.505668643,13.63367901,2.803546873,2.928593755,0.122520002,1.979164466,0.41499905,0.477712858,0.946878337,9,22,79,62,1,106
75353,12.59572246,44.10096206,6.793345373,12.83019148,2.387901777,1.984550554,2.665651583,1.774958996,0.52121644,0.552716135,0.740168871,16,89,71,75,1,107
75354,31.32374637,7.296328777,7.253719252,5.349217256,0.216581689,2.267237437,0.960365089,1.025925665,0.841259912,0.493138733,0.834206075,57,90,100,80,1,108
75355,5.486013497,35.2957164,14.58232031,3.898553841,1.571425152,4.439302073,4.416453197,4.730608916,0.681169662,0.415647721,0.891509437,81,66,23,29,1,109
75356,36.98703422,10.79056605,0.127370154,4.587910163,1.174458284,2.822701962,1.934231831,3.77473267,0.87945571,0.471828545,0.863563807,65,3,46,50,1,110
75357,8.466942868,42.66837423,10.59911676,7.357576844,0.942137484,1.124564939,1.960604679,2.469089267,0.439306623,0.494855283,0.920909336,35,28,37,62,1,111
75358,13.62574687,8.235900317,9.58386339,13.80608348,1.756347576,0.707670103,3.140677707,0.781401178,0.414524106,0.343917723,0.921408805,69,94,39,16,1,112
75359,31.22089389,46.72089016,7.227283643,11.4820867,2.770059524,1.172711658,0.628823641,2.630473303,0.78215284,0.379192871,0.768912719,35,96,82,46,1,113
75360,1.491136196,5.942992442,5.576261683,3.186764553,4.743608064,1.221570837,4.803397244,4.840087897,0.52586034,0.588881476,0.910115827,82,14,17,72,1,114
75361,13.91062816,12.78909424,0.359936482,13.3115351,2.691641327,4.731102402,1.392042123,2.028579041,0.406205726,0.574094315,0.705259533,16,56,65,44,1,115
75362,23.76923253,20.96303416,12.98229392,8.67245975,2.182272148,1.199681927,0.801026333,1.205333376,0.791978467,0.314055204,0.809639716,97,60,80,74,1,116
75363,22.10373839,20.53244872,10.70635989,14.03245198,3.408508736,4.341903894,3.480578132,0.513173978,0.730832965,0.364801875,0.984119954,86,30,33,17,1,117
75364,3.105304841,7.722629592,5.670200747,6.711348955,1.522200898,4.36428536,1.635061533,4.823028177,0.793729747,0.361917421,0.938972687,57,4,61,86,1,118
75365,22.24642018,3.265772533,2.342894347,3.133416417,3.007354296,0.475452734,4.527923842,4.298653128,0.743354917,0.489348247,0.973837397,85,97,25,66,1,119
75366,47.85253407,44.05806731,10.90226416,2.143246822,1.751117921,0.259830872,4.671396427,3.423317399,0.678099676,0.323483414,0.718691016,96,1,54,11,1,120
75367,3.782094661,15.82208819,10.33293964,13.45012469,1.225643169,1.221628647,3.848291976,0.54731819,0.874505848,0.440811296,0.964712765,28,16,27,47,1,121
75368,29.0363676,14.25209822,1.289415742,14.36469953,2.319374178,0.074772961,3.299789963,0.536850472,0.734603062,0.40930621,0.910698129,12,84,62,60,1,122
75369,33.6237168,48.93100532,11.68250029,4.36776214,3.480724437,4.980760318,3.684036699,3.434652778,0.581204936,0.544123976,0.811565428,54,2,81,75,1,123
75370,15.44149728,28.48352404,12.50034853,3.987644344,1.535876207,0.358871524,2.863573155,2.043041196,0.726728732,0.316623488,0.963261378,50,86,89,91,1,124
75371,7.496132256,25.49028072,10.26765914,7.830259762,2.491905117,4.30070914,1.92266253,0.547091239,0.787167189,0.584499495,0.789677333,51,94,18,85,1,125
75372,10.64637574,19.46031953,14.38098848,12.11032897,0.274911982,1.570544404,3.647154388,2.812729883,0.486771602,0.318105039,0.96029903,41,89,10,94,1,126
75373,17.46117107,12.34009377,8.630048996,9.526159789,0.147621075,2.330634295,4.927939475,4.739448887,0.514139393,0.490039892,0.765860157,68,57,28,32,1,127
75374,6.013072404,47.86586725,10.48160472,4.193720147,3.446589178,3.587178309,2.446344443,3.217560552,0.560307408,0.334992096,0.787414886,74,73,38,51,1,128
75375,21.23643284,35.89111661,12.82004639,1.951233024,3.213785987,0.321333434,2.135262692,0.871858569,0.751279516,0.590154999,0.893969605,27,87,99,5,1,129
75376,21.54534232,21.20998643,9.287114191,12.56492146,2.881915569,4.988627368,4.837532748,1.930029482,0.508217539,0.320408891,0.922014588,32,97,25,13,1,130
75377,16.77871561,12.4008966,1.354457439,12.72862007,3.109144601,1.144849366,4.559864678,3.32973078,0.748299999,0.365888119,0.944283287,37,15,80,99,1,131
75378,14.24928246,43.73983075,6.528729939,1.437738432,1.246051455,1.086338254,3.489790576,3.418022834,0.865665121,0.455917588,0.807408146,93,47,9,34,1,132
75379,46.12916165,9.14346082,0.340811576,10.58730817,0.019458121,2.938803427,3.512613772,2.519195298,0.627557631,0.402771996,0.812324738,94,29,65,16,1,133
75380,10.98778499,6.495772363,9.644200995,6.487740745,3.125765079,0.778126846,2.89935517,0.143747716,0.552951774,0.577720345,0.990326805,56,91,42,83,1,134
75381,47.75625904,35.18257515,11.87258563,9.644369972,4.228037617,0.701406088,0.210088255,0.440725043,0.531284042,0.570766401,0.79623698,25,3,44,77,1,135
75382,23.59644726,40.631553,7.444523342,1.21777523,0.803700215,0.911011206,2.282791334,4.295139648,0.403366226,0.465970314,0.863986244,49,32,32,13,1,136
75383,13.51106691,15.65472509,0.114072862,8.829222374,4.98716628,0.136551845,2.988333765,3.628330072,0.894123852,0.310383232,0.871220615,21,45,91,11,1,137
75384,20.17616692,23.86770186,7.144167957,5.28280402,2.325652875,1.557736442,0.08790522,1.958045762,0.526260962,0.539837869,0.794160796,46,72,25,31,1,138
75385,26.77701629,17.24050084,9.430378138,13.79135832,3.703401998,3.455266793,2.510957011,1.986266268,0.66757474,0.433395114,0.950134082,82,97,61,1,1,139
75386,34.2628906,10.64231471,5.668780904,5.35522577,2.273221918,0.771853538,4.023176988,0.502118843,0.850038495,0.420624784,0.876360714,83,15,43,49,1,140
75387,6.745296963,22.08021181,13.64152072,12.16178027,1.462471041,4.200211197,1.202449271,3.847504752,0.691144705,0.335345062,0.817605569,23,80,25,87,1,141
75388,9.924315918,36.55191109,10.96401707,3.61989047,2.548336094,4.816161577,0.007253375,0.457141377,0.607899167,0.526134085,0.992193666,45,81,75,25,1,142
75389,25.09718638,23.84290626,14.5661889,14.06038569,2.02458025,4.223619256,1.141012902,4.422761606,0.760187882,0.541929174,0.906517942,59,45,43,22,1,143
75390,29.24986302,31.56451579,10.90820551,8.819338908,0.863868277,4.160288424,2.879773745,0.452142832,0.480282719,0.462895823,0.974585933,52,87,7,82,1,144
75391,47.66821596,12.75121691,3.226876976,14.32082672,2.049755873,3.919052995,0.357991257,0.258086135,0.657740786,0.469656245,0.952335762,51,46,93,23,1,145
75392,40.70043721,42.35326273,13.95913024,2.35393748,4.321422898,1.270199514,2.322419136,0.960050772,0.865609543,0.454845327,0.944877171,35,59,8,80,1,146
75393,46.1167968,7.513428232,2.042616363,10.47301967,0.455958436,2.096009925,0.921736491,0.441881721,0.419131822,0.374183264,0.816427816,29,1,90,32,1,147
75394,36.44471795,42.07120032,8.449315362,8.749307685,3.028113,3.294257865,3.18724242,3.04877984,0.61887646,0.324416719,0.75034786,45,90,92,79,1,148
75395,0.974032584,44.54927376,0.457724783,14.03314465,0.65342745,3.590504459,2.382239232,2.162378773,0.815777273,0.440395837,0.871354602,65,81,70,25,1,149
75396,46.39351494,24.07836629,9.611925557,8.533522547,1.059133748,0.81373113,0.540795916,0.103686204,0.656002243,0.458728104,0.710446996,30,37,73,47,1,150
75397,20.74515083,6.67049032,11.05525063,7.384285906,1.29412848,0.548498375,1.076478809,4.255732472,0.759507269,0.566990175,0.937993564,64,14,10,10,1,151
75398,40.21790025,21.37514788,6.482923578,8.5366181,4.402006473,1.861142465,0.264692144,2.31240158,0.869768351,0.556150694,0.733862377,79,99,25,18,1,152
75399,41.2219092,6.448873913,1.400680883,3.90441773,1.278779422,3.838985951,0.260537507,0.31319103,0.618365711,0.557709436,0.702206576,66,43,71,48,1,153
75400,4.062129516,3.315133406,4.09166876,11.96831494,0.847366319,0.53743294,3.478542897,2.596437093,0.409748334,0.401498338,0.997289037,62,64,48,57,1,154
75401,31.60930096,33.19245008,14.4610274,9.510883764,3.755836992,2.223335653,1.371828882,4.042439249,0.486418019,0.537237931,0.917656499,46,16,35,73,1,155
75402,45.88559457,30.98895317,9.497353673,11.86906316,3.096267614,1.573148796,4.904052468,2.077323914,0.615641138,0.58747268,0.96753456,80,31,71,33,1,156
75403,42.9029454,48.39593771,5.48872726,14.47868303,2.691331918,3.537584698,0.076924498,1.021903504,0.811418944,0.355355431,0.946137904,91,72,48,90,1,157
75404,47.04163292,7.564319528,2.411165996,3.531291127,4.18371826,3.488444635,2.069512666,1.868408244,0.63117586,0.410658566,0.902365145,68,10,91,17,1,158
75405,8.570633228,7.964607657,5.504647411,1.904617745,1.446639933,0.451495077,1.401803185,3.239014971,0.591506702,0.515723173,0.900967266,64,71,61,37,1,159
75406,23.00731281,4.612610698,11.808192,1.921801,2.43662045,4.38112819,0.317042453,4.459141219,0.850971053,0.448996096,0.955029713,20,7,95,20,1,160
75407,2.503571145,0.468493999,2.144899326,14.58558957,2.489787017,2.477930137,0.948692828,3.098840892,0.588442739,0.375266496,0.931169963,24,37,56,87,1,161
75408,19.63903502,0.082080741,2.626610416,7.588185582,2.359353448,1.220315208,0.636641093,2.750300302,0.458810249,0.396487701,0.96731633,26,25,86,32,1,162
75409,22.50485473,17.31883244,13.8592636,7.797442992,4.4249151,4.893056517,0.540014853,2.33327279,0.797325503,0.316398475,0.82431989,68,87,46,14,1,163
75410,13.95576876,29.38696177,1.268858551,6.709799519,1.457491566,2.558616889,3.504753692,1.494632054,0.600359819,0.59595034,0.755859259,41,75,93,92,1,164
75411,0.73841904,9.813219822,14.54158924,11.01195021,1.009242015,2.646673094,2.680251759,2.859371278,0.67160833,0.556917808,0.795012543,43,54,17,70,1,165
75412,44.47971654,42.81853561,6.387121158,5.132642551,3.121559918,2.540782111,3.279056675,0.092181281,0.612198274,0.488738946,0.769789045,91,94,55,24,1,166
75413,3.583460588,47.80030312,11.00395611,14.70459862,0.028021187,2.859442544,0.912641749,3.146253797,0.852517425,0.519470431,0.712852653,68,17,44,69,1,167
75414,29.54962905,7.562331101,5.464015324,8.042768705,1.00833617,4.618333034,1.724518127,3.264442739,0.702471013,0.326534733,0.727983277,76,1,20,1,1,168
75415,30.60073003,31.40459266,14.73064412,10.90414334,2.226878609,0.316341253,1.059486848,0.462365881,0.424248412,0.533376578,0.872724126,4,91,63,22,1,169
